RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
525.0299250745302,456.27253790959975,2.4494559135950644,0.10814923081542273,timesfm,xreg_static,3,-33,carrot_box20kg_mid,3
1614.323538951036,1593.8188204406288,12.483334397725178,0.4217730822569771,timesfm,xreg_static,3,-33,crown_daisy_box4kg_high,3
1284.3087113778495,1064.528621028162,11.76832590434258,0.37205660358757575,timesfm,xreg_static,3,-33,crown_daisy_box4kg_low,3
1455.816615110709,1349.0726306710305,12.86981471129768,0.3896556092272105,timesfm,xreg_static,3,-33,crown_daisy_box4kg_mid,3
3705.4732175403633,3546.5027662362895,5.435030922255782,0.28095258334708767,timesfm,xreg_static,3,-33,cucumber_bdadagi_ea100_high,3
3445.5733988288694,2299.6572617897473,6.548471500500046,0.32146812628304433,timesfm,xreg_static,3,-33,cucumber_bdadagi_ea100_low,3
3829.7132322066964,3485.2732300167795,7.129957980692235,0.3452662454616096,timesfm,xreg_static,3,-33,cucumber_bdadagi_ea100_mid,3
3323.1505908384856,2545.4206649732564,2.913849648137411,0.17683558366169133,timesfm,xreg_static,3,-33,cucumber_bdadagi_ea100_premium,3
394.59364709993815,323.8001429613819,9.54587997429729,0.6446479323068559,timesfm,xreg_static,3,-33,garlic_chive_bundle500g_high,3
570.1564740084866,531.0074396553802,24.521229272920955,1.6043574720330804,timesfm,xreg_static,3,-33,garlic_chive_bundle500g_low,3
431.02193170511237,392.80585615505396,14.297940340753648,0.913808291805733,timesfm,xreg_static,3,-33,garlic_chive_bundle500g_mid,3
4183.998723034994,4164.93313802813,21.68257872496875,1.2164735280212402,timesfm,xreg_static,3,-33,honewort_kg4_high,3
4183.337948869323,4129.445076071089,24.85502389886587,1.3931377735648562,timesfm,xreg_static,3,-33,honewort_kg4_low,3
4296.77123598516,4198.705538587997,23.57811621863238,1.2813045936828382,timesfm,xreg_static,3,-33,honewort_kg4_mid,3
934.767825286619,824.7222672718732,9.242434841060065,0.5578330973318444,timesfm,xreg_static,3,-33,napa_cabbage_net10kg_high,3
534.3236352084318,369.27034941334176,6.298998600579549,0.41598929385551164,timesfm,xreg_static,3,-33,napa_cabbage_net10kg_low,3
499.6788005026275,365.1097789917828,4.748245196088066,0.30112177802862616,timesfm,xreg_static,3,-33,napa_cabbage_net10kg_mid,3
881.8945705570245,813.1900100350595,8.133304073876177,0.46872746523548126,timesfm,xreg_static,3,-33,napa_cabbage_net10kg_premium,3
38.31979573155529,37.62494548518354,3.6826426920195496,0.3943368945956569,timesfm,xreg_static,3,-33,onion_kg1_high,3
21.962638690548882,19.57428346360742,2.6628046757841797,0.20982997670291328,timesfm,xreg_static,3,-33,onion_kg1_low,3
28.942280404242805,24.442311814920497,2.6815326236009573,0.2680498019754561,timesfm,xreg_static,3,-33,onion_kg1_mid,3
43.248874454171066,35.23002230117307,3.0785788145281616,0.307599898444242,timesfm,xreg_static,3,-33,onion_kg1_premium,3
1602.1808604853827,1569.7988997243108,6.597853726996854,0.30658872756556177,timesfm,xreg_static,3,-33,perilla_leaf_bunch100_high,3
639.7253232589723,616.351319533232,4.1528881132230095,0.16537112988859407,timesfm,xreg_static,3,-33,perilla_leaf_bunch100_low,3
1568.6877591330715,1549.5686131873274,8.392033104514761,0.33996283442211434,timesfm,xreg_static,3,-33,perilla_leaf_bunch100_mid,3
2745.2400915610665,2705.085464377405,4.741828212948591,0.5851751791383747,timesfm,xreg_static,3,-33,potato_sumi_box20kg_high,3
4155.260657369113,3837.242585389722,14.463417262296643,1.3554135356781505,timesfm,xreg_static,3,-33,potato_sumi_box20kg_low,3
1959.027902216584,1793.6473161326794,4.053919615068158,0.46168127148645877,timesfm,xreg_static,3,-33,potato_sumi_box20kg_mid,3
1482.9376920356979,1397.5941067464155,2.2322603166454273,0.23433850206182605,timesfm,xreg_static,3,-33,potato_sumi_box20kg_premium,3
3768.2032338290696,3074.532269254485,16.160043977849192,0.7795739924942722,timesfm,xreg_static,3,-33,spinach_box4kg_high,3
1101.1146460545965,934.4368191327903,7.330460770297112,0.4348738503679051,timesfm,xreg_static,3,-33,spinach_box4kg_low,3
1957.9738809892517,1601.2856266228282,10.101014393440687,0.5304281113233847,timesfm,xreg_static,3,-33,spinach_box4kg_mid,3
433.7892318012259,404.1995729061479,1.4492699381161573,0.15323956915237302,timesfm,xreg_static,3,-33,sweetpotato_box10kg_high,3
176.9763278070737,150.95737520076364,1.228460994576414,0.09317240295275474,timesfm,xreg_static,3,-33,sweetpotato_box10kg_low,3
373.45563366172104,352.52834579802584,1.7244130257679169,0.16682894000232018,timesfm,xreg_static,3,-33,sweetpotato_box10kg_mid,3
1087.5190916682209,1010.9368958960864,2.855375698198939,0.23085901790856378,timesfm,xreg_static,3,-33,sweetpotato_box10kg_premium,3
11793.701319690701,8978.210562783186,10.49622254694094,1.509495584565134,timesfm,xreg_static,4,-48,apple_fuji_box10kg_high,3
6188.600996031544,5360.246037352054,17.202269825202418,1.5582760470117871,timesfm,xreg_static,4,-48,apple_fuji_box10kg_low,3
6480.565311660197,4600.931231305738,8.06237434160019,1.0284160536526372,timesfm,xreg_static,4,-48,apple_fuji_box10kg_mid,3
19634.91991203316,15067.897671081058,9.66133860510177,1.5795427143210863,timesfm,xreg_static,4,-48,apple_fuji_box10kg_premium,3
1050.7154433725225,907.6080429321713,13.302162888631116,0.6123730203162874,timesfm,xreg_static,4,-48,cabbage_net8kg_high,3
244.45986856884676,206.07293029828224,7.791850422921769,0.20167666914826646,timesfm,xreg_static,4,-48,cabbage_net8kg_low,3
745.5945054016287,650.7963067017439,16.094201926897224,0.490326907991081,timesfm,xreg_static,4,-48,cabbage_net8kg_mid,3
1188.042366111731,1035.2466056682442,10.46296782612678,0.6439761161209522,timesfm,xreg_static,4,-48,cabbage_net8kg_premium,3
3835.1820997398136,3783.5944362648165,15.769038246988975,0.8359853027044742,timesfm,xreg_static,4,-48,carrot_box20kg_high,3
3514.3707521661545,3492.7330432098156,24.337127366633148,0.9664687042964412,timesfm,xreg_static,4,-48,carrot_box20kg_low,3
3321.653596684092,3294.6576577557225,16.827223894474116,0.7809251311044705,timesfm,xreg_static,4,-48,carrot_box20kg_mid,3
2520.34532787085,2331.421419247261,20.887815810692153,0.6169652318222725,timesfm,xreg_static,4,-48,crown_daisy_box4kg_high,3
1867.799524097538,1718.8130510260482,21.636823202321896,0.600731378503568,timesfm,xreg_static,4,-48,crown_daisy_box4kg_low,3
